pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TIC 172900988 b,TIC 172900988 Aa,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,200.452,0.011,-0.011,0,0.90281,0.00016,-0.00016,0,11.25,0.44,-0.44,0,1.004,0.039,-0.039,0,942,5.6,-5.6,0,2.96386,0.01762,-0.01762,0,Mass,0.0271,0.0011,-0.0011,0,,,,,,,,,0,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,F9,6050,100,-100,0,1.38,0,0,0,1.24,0,0,0,0.34,0.1,-0.1,0,[Fe/H],4.25,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h34m38.80s,128.6616644,+31d33m14.33s,31.5539793,250.956,3.254,-3.172,10.141,0.006,-0.006,8.762,0.019,-0.019,10.0477,0.000552,-0.000552,08-09-2021,2021-12,08-09-2021
TIC 237913194 b,TIC 237913194,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,15.168865,0.000018,-0.000018,0,0.1207,0.0037,-0.0037,0,12.52,0.605,-0.527,0,1.117,0.054,-0.047,0,617.22586,29.24036,-28.92253,0,1.942,0.092,-0.091,0,Mass,0.575,0.011,-0.011,0,,,,,974,,,0,0,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,G3,5788,80,-80,0,1.09,0.01,-0.01,0,1.03,0.06,-0.06,0,0.14,0.05,-0.05,0,[Fe/H],4.38,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h29m46.99s,22.4458116,-60d44m23.67s,-60.7399096,306.063,2.051,-2.025,12.144,0.069,-0.069,10.485,0.021,-0.021,11.9371,0.000176,-0.000176,10-12-2020,2020-12,17-12-2020
TIC 257060897 b,TIC 257060897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,3.660028,0.000006,-0.000006,0,0.051,0.002,-0.002,0,16.701,0.448,-0.448,0,1.49,0.04,-0.04,0,212.94503,9.53485,-9.53485,0,0.67,0.03,-0.03,0,Mass,0.03,0.02,-0.02,0,,,,,1762,21,-21,0,0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,,,,,,1.82,0.05,-0.05,0,1.32,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m07.72s,227.5321527,+72d42m37.13s,72.7103128,505.703,5.126,-5.025,11.814,0.02,-0.02,10.387,0.017,-0.017,11.6659,0.000163,-0.000163,04-10-2021,2022-01,04-10-2021
TIC 279401253 b,TIC 279401253,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,76.8,0.06,-0.06,0,0.369,0.003,-0.003,0,11.209,0.448,-0.448,0,1,0.04,-0.04,0,1951.46642,123.95308,-133.48793,0,6.14,0.39,-0.42,0,Mass,0.448,0.029,-0.028,0,,,,,,,,,0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,,5951,80,-80,0,1.06,0.01,-0.01,0,1.13,0.02,-0.03,0,0.2,0.05,-0.05,0,[Fe/H],4.44,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h50m37.73s,57.6572277,-15d01m34.41s,-15.0262251,285.584,2.79,-2.738,11.938,0.037,-0.037,10.345,0.019,-0.019,11.6965,0.00042,-0.00042,15-03-2023,2023-02,15-03-2023
TOI-1052 b,TOI-1052,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,9.139703,0.00019,-0.000197,0,0.09103,0.00062,-0.00063,0,2.87,0.29,-0.24,0,0.256,0.026,-0.021,0,16.9,1.7,-1.7,0,0.05317,0.00535,-0.00535,0,Mass,0.18,0.09,-0.071,0,246,13,-13,0,1135,,,0,0,<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,,6146,62,-62,0,1.26,0.03,-0.03,0,1.2,0.03,-0.03,0,0.14,0.013,-0.013,0,[Fe/H],4.3,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m02.47s,337.5102738,-75d38m47.62s,-75.6465606,129.804,0.56,-0.555,9.511,0.003,-0.003,8.246,0.025,-0.025,9.39972,0.000309,-0.000309,10-08-2023,2023-07,10-08-2023
TOI-1062 b,TOI-1062,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,4.11296,0.0015,-0.0015,0,0.052,0.024,-0.025,0,2.265,0.096,-0.091,0,0.202,0.009,-0.008,0,10.15,0.81,-0.84,0,0.03194,0.00255,-0.00264,0,Mass,0.177,0.067,-0.064,0,232,11,-10,0,1077,10,-9,0,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,G9 V,5328,56,-56,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.55,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374,03-08-2021,2021-09,03-08-2021
TOI-1062 c,TOI-1062,1,1,2,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,7.972,0.018,-0.024,0,0.08,0.013,-0.012,0,,,,,,,,,9.78,1.26,-1.18,0,0.03077,0.00396,-0.00371,0,Msini,0.14,0.073,-0.069,0,95,5,-4,0,859,9,-8,0,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,G9 V,5328,56,-56,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.55,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374,03-08-2021,2021-09,03-08-2021
TOI-1064 b,TOI-1064,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,6.443868,0.000025,-0.000025,0,0.06152,0.00086,-0.00089,0,2.587,0.043,-0.042,0,0.231,0.004,-0.004,0,13.5,1.7,-1.8,0,0.04248,0.00535,-0.00566,0,Mass,0.047,0.038,-0.03,0,62.9,4.2,-4,0,784,13,-13,0,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,,4734,67,-67,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,0.05,0.08,-0.08,0,[Fe/H],4.6,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,10.938,0.046,-0.046,8.467,0.034,-0.034,10.6491,0.001334,-0.001334,31-01-2022,2022-01,31-01-2022
TOI-1064 c,TOI-1064,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,12.226574,0.000046,-0.000043,0,0.09429,0.00132,-0.00136,0,2.651,0.043,-0.042,0,0.237,0.004,-0.004,0,2.5,1.8,-2,0,0.00787,0.00566,-0.00629,0,Mass,0.088,0.081,-0.064,0,26.8,1.8,-1.7,0,634,10,-10,0,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,,4734,67,-67,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,0.05,0.08,-0.08,0,[Fe/H],4.6,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,10.938,0.046,-0.046,8.467,0.034,-0.034,10.6491,0.001334,-0.001334,31-01-2022,2022-01,31-01-2022
TOI-1075 b,TOI-1075,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESSACK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221014901E/abstract target=ref>Essack et al. 2022</a>,0.6047328,0.0000032,-0.0000032,0,0.01159,0.00023,-0.0002,0,1.791,0.116,-0.081,0,0.16,0.01,-0.007,0,9.95,1.36,-1.3,0,0.03131,0.00428,-0.00409,0,Mass,0,,,0,509.2,18.7,-20.4,0,1323,44,-44,0,0,<a refstr=ESSACK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221014901E/abstract target=ref>Essack et al. 2022</a>,K9 V/M0 V,3875,75,-75,0,0.58,0.02,-0.02,0,0.6,0.03,-0.03,0,-0.08,0.09,-0.09,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h39m53.09s,309.9712091,-65d26m58.92s,-65.4496994,61.4592,0.09435,-0.09435,12.615,0.069,-0.069,9.115,0.023,-0.023,12.0544,0.000232,-0.000232,07-11-2022,2022-10,07-11-2022
TOI-1107 b,TOI-1107,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,4.0782387,0.0000024,-0.0000025,0,0.0561,0.0024,-0.0025,0,14.572,0.56,-0.56,0,1.3,0.05,-0.05,0,1064.72516,57.20911,-57.20911,0,3.35,0.18,-0.18,0,Mass,0.025,0.023,-0.016,0,532,92,-93,0,1728,27,-27,0,0,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,F6 V,6311,98,-98,0,1.81,0.06,-0.06,0,1.35,0.08,-0.08,0,-0.1,0.09,-0.09,0,[Fe/H],4.05,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m25.89s,155.6078632,-82d13m07.93s,-82.2188693,281.314,2.031,-2.003,10.553,0.006,-0.006,9.205,0.019,-0.019,10.3745,0.000367,-0.000367,08-06-2022,2022-05,08-06-2022
TOI-1130 b,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,4.07445,0.00046,-0.00046,0,0.04457,0.00036,-0.00036,0,3.56,0.13,-0.13,0,0.318,0.012,-0.012,0,19.28,0.97,-0.97,0,0.06066,0.00305,-0.00305,0,Mass,0.0541,0.0015,-0.0015,0,78.1,5.55,-5.55,0,632,13,-13,0,1,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,K6-K7,4350,60,-60,0,0.69,0.01,-0.01,0,0.71,0.02,-0.02,0,0.3,0.06,-0.06,0,[Fe/H],4.62,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774,05-02-2024,2023-07,05-02-2024
TOI-1130 c,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,8.350231,0.000098,-0.000098,0,0.07191,0.00058,-0.00058,0,13.32,1.55,-1.41,0,1.188,0.138,-0.126,0,325.69,5.59,-5.59,0,1.02474,0.01759,-0.01759,0,Mass,0.0457,0.0016,-0.0016,0,30,2.13,-2.13,0,498,10,-10,0,1,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,K6-K7,4350,60,-60,0,0.69,0.01,-0.01,0,0.71,0.02,-0.02,0,0.3,0.06,-0.06,0,[Fe/H],4.62,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774,05-02-2024,2023-07,05-02-2024
TOI-1135 b,TOI-1135,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MALLORQU_IACUTE_N_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240217448M/abstract target=ref>Mallorqu&iacute;n et al. 2024</a>,8.02773,0.000003,-0.000003,0,0.082,0.003,-0.003,0,9.02,0.227,-0.227,0,0.805,0.02,-0.02,0,51.42,,,1,0.162,,,1,Mass,0,,,0,,,,,1199,21,-21,0,0,<a refstr=MALLORQU_IACUTE_N_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240217448M/abstract target=ref>Mallorqu&iacute;n et al. 2024</a>,G0,6122,15,-15,0,1.16,0.03,-0.03,0,1.12,0.03,-0.03,0,0,0.02,-0.02,0,[Fe/H],4.56,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h53m35.13s,193.3963704,+85d07m46.18s,85.1294952,114.048,0.308,-0.306,9.54,0.03,-0.03,8.192,0.019,-0.019,9.41353,0.000539,-0.000539,05-03-2024,2024-02,05-03-2024
TOI-1136 b,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,4.1727,0.0003,-0.0003,0,0.05106,0.0009,-0.0009,0,,,,,,,,,3.5,0.8,-0.7,0,0.01101,0.00252,-0.0022,0,Mass,0.027,0.009,-0.009,0,,,,,1216,12,-12,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770,50,-50,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.07,0.06,-0.06,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362,0.1583,-0.1577,9.534,0.003,-0.003,8.034,0.021,-0.021,9.36789,0.000589,-0.000589,10-04-2024,2024-02,10-04-2024
TOI-1136 c,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,6.2574,0.0002,-0.0002,0,0.0669,0.0005,-0.0005,0,,,,,,,,,6.32,1.1,-1.3,0,0.01988,0.00346,-0.00409,0,Mass,0.11,0.01,-0.01,0,,,,,1062,7,-7,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770,50,-50,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.07,0.06,-0.06,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362,0.1583,-0.1577,9.534,0.003,-0.003,8.034,0.021,-0.021,9.36789,0.000589,-0.000589,10-04-2024,2024-02,10-04-2024
TOI-1136 d,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,12.5199,0.0004,-0.0004,0,0.1062,0.0008,-0.0008,0,,,,,,,,,8.35,1.8,-1.6,0,0.02627,0.00566,-0.00503,0,Mass,0.042,0.004,-0.004,0,,,,,843,6,-6,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770,50,-50,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.07,0.06,-0.06,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362,0.1583,-0.1577,9.534,0.003,-0.003,8.034,0.021,-0.021,9.36789,0.000589,-0.000589,10-04-2024,2024-02,10-04-2024
TOI-1136 e,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,18.801,0.001,-0.001,0,,,,,,,,,,,,,6.07,1.09,-1.01,0,0.0191,0.00343,-0.00318,0,Mass,0.0425,0.004,-0.004,0,,,,,737,6,-6,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770,50,-50,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.07,0.06,-0.06,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362,0.1583,-0.1577,9.534,0.003,-0.003,8.034,0.021,-0.021,9.36789,0.000589,-0.000589,10-04-2024,2024-02,10-04-2024
TOI-1136 f,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,26.321,0.001,-0.001,0,0.174,0.002,-0.002,0,,,,,,,,,9.7,3.9,-3.7,0,0.03052,0.01227,-0.01164,0,Mass,0.001,0.001,-0.001,0,,,,,658,5,-5,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770,50,-50,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.07,0.06,-0.06,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362,0.1583,-0.1577,9.534,0.003,-0.003,8.034,0.021,-0.021,9.36789,0.000589,-0.000589,10-04-2024,2024-02,10-04-2024
TOI-1136 g,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,39.545,0.002,-0.002,0,0.229,0.003,-0.003,0,,,,,,,,,5.6,4.1,-3.2,0,0.01762,0.0129,-0.01007,0,Mass,0.04,0.01,-0.01,0,,,,,574,5,-5,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770,50,-50,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.07,0.06,-0.06,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362,0.1583,-0.1577,9.534,0.003,-0.003,8.034,0.021,-0.021,9.36789,0.000589,-0.000589,10-04-2024,2024-02,10-04-2024
TOI-1181 b,TOI-1181,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,2.103195,0.000012,-0.000011,0,,,,,14.572,0.897,-0.897,0,1.3,0.08,-0.08,0,375.03752,44.49598,-44.49598,0,1.18,0.14,-0.14,0,Mass,,,,,,,,,,,,,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,F9 IV,5990,95,-95,0,1.75,0.09,-0.09,0,1.19,0.18,-0.18,0,0.05,0.1,-0.1,0,[Fe/H],3.9,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m51.80s,297.2158166,+64d21m15.66s,64.3543506,302.819,3.542,-3.462,10.582,0.006,-0.006,9.22,0.015,-0.015,10.4776,0.000341,-0.000341,23-05-2022,2022-05,23-05-2022
TOI-1194 b,TOI-1194,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231012458W/abstract target=ref>Wang et al. 2023</a>,2.310644,0.000001,-0.000001,0,0.03428,0.00055,-0.00055,0,8.597,0.504,-0.46,0,0.767,0.045,-0.041,0,144.92975,17.48056,-16.20925,0,0.456,0.055,-0.051,0,Mass,0.076,0.032,-0.043,0,,,,,1391,38,-37,0,0,<a refstr=WANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231012458W/abstract target=ref>Wang et al. 2023</a>,,5446,51,-48,0,0.96,0.06,-0.05,0,1.01,0.05,-0.05,0,0.29,0.078,-0.078,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m17.16s,167.8214811,+69d57m53.19s,69.9647749,149.667,0.655,-0.649,11.302,0.01,-0.01,9.34,0.015,-0.015,10.9887,0.000409,-0.000409,06-11-2023,2023-10,06-11-2023
